id,name,show1,show2,show3,show4,show5,show6,show7,show8,show9,show10
5694,Toney,"((2008, 'horror'), 37)",0,0,"((1976, 'demons'), 78)","((2011, 'shoujo'), 25)",0,0,0,"((1996, 'music'), 33)",0
5695,Wendell,0,"((1985, 'comedy'), 84)",0,0,0,0,0,"((1983, 'martial arts'), 93)","((2011, 'parody'), 49)","((2018, 'adult'), 93)"
5696,Willam,"((1995, 'doujinshi'), 67)",0,"((2001, 'vampire'), 1)",0,"((1982, 'school'), 23)",0,"((2001, 'doujinshi'), 51)",0,"((1981, 'kids'), 54)",0
5697,Winfred,0,"((1988, 'doujinshi'), 92)",0,"((1974, 'gender bender'), 45)",0,"((1980, 'action'), 77)","((1987, 'magic'), 69)","((2016, 'adult'), 35)",0,0
5698,Wright,0,"((1970, 'music'), 34)",0,0,"((2014, 'food'), 82)","((1995, 'drama'), 41)",0,"((1996, 'doujinshi'), 9)","((1982, 'mature'), 50)","((1995, 'drama'), 44)"
5699,Wyatt,"((2001, 'police'), 59)",0,"((2004, 'harem'), 93)","((2018, 'doujinshi'), 89)","((1979, 'isekai'), 18)","((1975, 'action'), 20)",0,0,0,"((2000, 'comedy'), 27)"
5700,Alonza,"((2005, 'action'), 47)",0,"((1980, 'demons'), 16)","((1987, 'parody'), 95)",0,0,0,"((2007, 'comedy'), 18)","((2007, 'horror'), 37)",0
5701,Alvie,"((1980, 'martial arts'), 10)",0,"((1977, 'horror'), 26)",0,0,0,0,"((1982, 'shoujo'), 100)","((1995, 'food'), 71)",0
5702,Andres,0,"((2014, 'ecchi'), 52)","((1976, 'yuri'), 26)",0,"((2005, 'police'), 25)",0,0,0,0,"((1973, 'food'), 36)"
5703,Barry,"((1996, 'vampire'), 21)",0,"((2017, 'yuri'), 100)","((1977, 'horror'), 97)","((1977, 'yuri'), 39)","((2009, 'adult'), 47)","((1987, 'school'), 92)",0,0,0
5704,Barton,"((2000, 'parody'), 1)",0,"((2018, 'horror'), 76)",0,0,"((1983, 'fantasy'), 11)","((1995, 'yuri'), 94)",0,0,"((1998, 'yaoi'), 60)"
5705,Baxter,0,"((1972, 'kids'), 8)",0,"((2014, 'music'), 37)",0,0,"((2008, 'action'), 59)",0,0,0
5706,Billy,0,0,0,"((1997, 'kids'), 8)",0,0,"((1983, 'doujinshi'), 60)",0,"((1986, 'adventure'), 65)","((2001, 'doujinshi'), 42)"
5707,Brice,0,"((1991, 'mecha'), 62)",0,0,"((1987, 'yuri'), 39)","((2010, 'kids'), 87)","((2017, 'ecchi'), 18)",0,"((1999, 'parody'), 63)","((1994, '4-koma'), 23)"
5708,Burley,0,0,0,"((2015, 'food'), 36)",0,0,"((2001, 'comedy'), 77)","((1978, 'one shot'), 65)",0,0
5709,Burr,"((1994, 'action'), 12)","((1982, 'historical'), 32)",0,0,"((1997, 'magic'), 19)","((2010, 'mature'), 28)","((1990, 'parody'), 3)",0,0,0
5710,Campbell,"((1984, 'doujinshi'), 19)","((2014, 'martial arts'), 85)",0,"((1997, 'josei'), 65)","((2016, 'mature'), 74)",0,0,"((1972, 'adult'), 35)","((1988, '4-koma'), 44)",0
5711,Claire,0,"((1991, 'kids'), 3)",0,"((1991, 'doujinshi'), 1)","((1985, 'fantasy'), 40)",0,0,"((1981, 'gender bender'), 87)","((2006, 'drama'), 31)",0
5712,Clare,0,0,"((1979, 'horror'), 21)",0,"((1988, '4-koma'), 2)",0,0,"((1987, 'josei'), 69)",0,"((1990, 'parody'), 30)"
5713,Cleo,"((1990, 'one shot'), 78)","((1994, 'mecha'), 94)",0,0,"((1972, 'fantasy'), 77)","((2012, 'school'), 36)","((2010, 'parody'), 76)","((2007, 'fantasy'), 4)",0,"((1989, '4-koma'), 34)"
5714,Cooper,"((1980, 'martial arts'), 83)",0,"((2012, 'kids'), 86)",0,"((1972, 'harem'), 48)",0,"((1970, 'historical'), 4)",0,0,0
5715,Coy,0,"((1987, 'magic'), 54)","((1994, 'adult'), 48)","((1993, 'sounen'), 20)",0,"((1976, 'adventure'), 50)",0,"((2011, 'martial arts'), 79)","((1997, 'demons'), 33)",0
5716,Crawford,0,"((2006, 'adventure'), 93)","((2013, 'doujinshi'), 35)","((1999, 'isekai'), 8)","((2002, 'yaoi'), 91)","((2003, 'doujinshi'), 66)","((2002, 'horror'), 38)","((1986, 'magic'), 42)",0,"((1986, 'horror'), 29)"
5717,Dalton,0,0,"((1978, 'sounen'), 24)","((2001, 'magic'), 74)","((2014, '4-koma'), 42)",0,0,"((1993, 'martial arts'), 84)","((1987, 'sounen'), 84)","((1999, 'vampire'), 35)"
5718,Danial,"((2018, 'vampire'), 67)",0,"((2017, 'fantasy'), 17)","((1991, 'mature'), 34)",0,"((2018, 'magic'), 26)","((1978, 'yuri'), 24)","((2000, '4-koma'), 56)",0,0
5719,Dorsey,"((1974, 'music'), 79)","((2011, 'gender bender'), 50)","((2010, 'ecchi'), 31)","((1978, 'parody'), 82)","((2018, '4-koma'), 64)","((1975, 'one shot'), 39)",0,"((1988, 'historical'), 66)","((2008, 'adventure'), 18)",0
5720,Earley,0,"((2019, 'mecha'), 70)",0,"((1974, '4-koma'), 43)",0,"((1972, 'doujinshi'), 37)","((1987, 'parody'), 22)",0,"((1991, 'doujinshi'), 71)","((1998, 'magic'), 93)"
5721,Egbert,0,0,0,"((1998, 'one shot'), 37)","((1976, 'mecha'), 34)","((2019, 'vampire'), 96)","((1994, 'action'), 60)","((2019, 'one shot'), 13)","((2019, 'harem'), 60)","((1983, 'josei'), 18)"
5722,Eldridge,"((1973, 'parody'), 66)",0,"((2003, 'parody'), 7)","((2018, 'sounen'), 59)","((2006, 'yuri'), 48)",0,0,0,0,0
5723,Elzy,0,"((2010, 'scifi'), 45)","((1977, 'yuri'), 95)",0,0,"((1995, 'yaoi'), 9)",0,"((1985, 'martial arts'), 53)",0,"((1985, 'sounen'), 53)"
5724,Fate,"((2007, 'scifi'), 86)","((2001, 'isekai'), 24)","((2012, 'historical'), 26)",0,0,"((1996, '4-koma'), 82)","((2002, 'adventure'), 57)",0,0,0
5725,Ferd,0,"((1971, 'food'), 3)","((1991, 'yuri'), 11)",0,0,"((1973, 'music'), 84)",0,0,"((1977, 'isekai'), 24)",0
5726,Fielding,"((2005, 'adult'), 45)",0,0,"((2012, 'comedy'), 48)","((2012, 'martial arts'), 26)",0,0,0,0,"((1972, 'harem'), 93)"
5727,Finley,"((2000, 'scifi'), 81)","((1997, 'parody'), 38)",0,"((2012, 'adventure'), 50)","((2008, 'adult'), 22)",0,0,0,0,"((1973, 'school'), 58)"
5728,Gaston,0,0,0,0,"((1983, 'ecchi'), 38)",0,"((2010, 'drama'), 59)","((1987, '4-koma'), 80)","((1978, 'fantasy'), 22)",0
5729,Gertrude,0,"((1980, 'school'), 90)",0,0,"((2015, '4-koma'), 28)",0,0,"((2004, 'vampire'), 14)","((1991, 'fantasy'), 21)","((1980, '4-koma'), 15)"
5730,Guadalupe,"((2016, 'horror'), 79)","((1994, 'historical'), 47)","((2012, 'martial arts'), 40)",0,"((1987, 'gender bender'), 14)","((1982, 'food'), 23)",0,0,0,"((2011, '4-koma'), 58)"
5731,Hamilton,0,0,"((1976, 'historical'), 53)","((2013, 'shoujo'), 22)","((1989, 'shoujo'), 13)","((2015, 'comedy'), 63)","((2014, 'one shot'), 59)","((1981, 'shoujo'), 2)","((1996, 'yuri'), 99)","((2016, 'yaoi'), 55)"
5732,Harve,0,"((1975, 'yaoi'), 56)","((2009, 'parody'), 35)","((1989, 'one shot'), 98)",0,0,"((1996, 'mecha'), 99)","((2010, 'school'), 55)",0,0
5733,Hermon,"((2017, 'one shot'), 55)","((2017, '4-koma'), 21)",0,0,0,0,0,"((2010, 'yuri'), 29)","((1973, 'action'), 73)",0
5734,Howell,"((2016, 'comedy'), 99)","((1989, 'scifi'), 62)","((1993, 'mature'), 23)","((1978, 'magic'), 8)","((2018, 'action'), 83)","((2010, 'josei'), 98)",0,0,0,0
5735,Ivory,0,"((2004, 'school'), 20)","((1970, 'horror'), 35)",0,0,"((2017, 'gender bender'), 9)",0,"((2005, '4-koma'), 34)","((1985, 'parody'), 12)",0
5736,June,0,"((1988, 'harem'), 73)",0,0,0,0,"((1972, 'music'), 66)","((2016, 'historical'), 81)","((2000, 'harem'), 67)","((2011, 'one shot'), 26)"
5737,Lemon,"((1972, 'vampire'), 75)","((1974, 'vampire'), 41)",0,"((2010, 'gender bender'), 43)","((2017, 'food'), 69)",0,0,"((2001, 'demons'), 100)",0,0
5738,Levy,0,0,"((1974, 'adventure'), 22)",0,0,"((2011, 'yaoi'), 22)","((2007, 'parody'), 91)",0,"((2012, 'fantasy'), 68)",0
5739,Llewellyn,"((1991, 'mature'), 75)","((2019, 'doujinshi'), 68)",0,"((1972, 'yuri'), 50)","((2004, 'parody'), 48)","((1999, 'kids'), 90)",0,"((1972, 'historical'), 62)","((2015, 'fantasy'), 81)",0
5740,Ludwig,"((1993, 'mecha'), 91)","((1997, 'parody'), 58)",0,"((2008, 'demons'), 29)",0,"((1972, '4-koma'), 36)",0,0,"((2017, 'scifi'), 80)","((2005, 'vampire'), 94)"
5741,Matthias,"((2005, 'fantasy'), 84)",0,0,"((2017, 'historical'), 31)",0,0,"((1986, 'kids'), 97)",0,"((1980, 'mecha'), 65)",0
5742,Maxwell,0,0,"((2015, 'adult'), 33)",0,"((1982, 'mature'), 97)","((1995, 'gender bender'), 94)",0,"((1982, 'comedy'), 49)",0,"((2007, 'harem'), 65)"
5743,Miller,0,0,"((2006, 'historical'), 59)",0,"((1987, 'demons'), 59)",0,0,"((1975, 'comedy'), 37)","((1998, 'drama'), 4)","((2012, 'martial arts'), 18)"
5744,Morton,"((1990, 'isekai'), 94)",0,"((1973, 'police'), 76)","((1978, 'ecchi'), 91)",0,0,"((2010, 'adventure'), 14)","((2008, 'adult'), 78)",0,0
5745,Noel,0,"((1996, 'one shot'), 52)",0,0,"((2004, 'historical'), 57)",0,0,0,0,0
5746,Nora,"((1997, 'mecha'), 70)","((1991, 'adult'), 83)","((1991, 'horror'), 84)",0,0,0,0,0,"((2015, 'vampire'), 29)","((1994, 'doujinshi'), 24)"
5747,Norton,"((2003, 'food'), 96)","((1973, 'shoujo'), 55)","((1984, 'mecha'), 76)",0,"((1971, 'food'), 25)","((1995, 'isekai'), 13)","((1989, 'yuri'), 1)",0,0,"((1983, 'shoujo'), 83)"
5748,Orange,0,"((1972, 'school'), 66)",0,"((1971, 'josei'), 3)",0,"((1987, 'fantasy'), 29)","((1987, 'fantasy'), 8)",0,0,"((1972, 'school'), 24)"
5749,Palmer,0,0,"((2010, 'doujinshi'), 87)","((1997, 'police'), 18)",0,0,0,"((1986, 'adventure'), 98)",0,"((2005, 'kids'), 61)"
5750,Park,0,0,0,0,"((1997, 'comedy'), 93)",0,0,"((2012, 'vampire'), 90)",0,"((1993, 'adventure'), 75)"
5751,Reese,0,0,0,0,"((2010, 'harem'), 9)","((1982, 'yuri'), 41)","((2010, 'ecchi'), 66)","((1999, 'scifi'), 93)",0,"((1992, 'demons'), 94)"
5752,Roderick,"((1984, 'school'), 2)","((1976, 'ecchi'), 21)",0,"((1975, 'mature'), 36)",0,0,0,0,0,0
5753,Rolland,0,"((1997, 'demons'), 72)",0,"((2000, 'comedy'), 37)",0,0,0,0,0,"((1982, 'isekai'), 62)"
5754,Sampson,"((1970, 'adult'), 35)","((2002, 'josei'), 52)",0,0,0,0,0,"((2009, 'kids'), 100)","((1992, 'kids'), 57)",0
5755,Sanders,"((1989, 'demons'), 27)",0,0,"((2010, 'doujinshi'), 81)",0,"((1982, 'action'), 52)","((2001, 'mature'), 78)",0,0,0
5756,Shelton,"((1996, 'shoujo'), 64)",0,0,"((1984, 'josei'), 14)",0,0,0,"((1980, 'horror'), 98)",0,"((1982, 'food'), 6)"
5757,Spurgeon,0,0,0,0,0,0,"((1988, 'horror'), 87)","((1977, 'food'), 44)",0,0
5758,Sumner,0,0,0,0,0,0,0,"((1979, 'adventure'), 98)","((2002, 'josei'), 65)",0
5759,Theo,0,0,0,"((1976, 'drama'), 99)","((1994, 'fantasy'), 33)",0,0,"((1996, 'kids'), 51)",0,"((1978, 'doujinshi'), 67)"
5760,Thurman,"((1987, 'doujinshi'), 10)","((2015, 'horror'), 22)",0,"((1987, 'sounen'), 16)",0,0,0,0,"((2013, 'martial arts'), 18)",0
5761,Verner,"((1994, 'drama'), 97)","((1994, 'action'), 63)",0,0,0,0,"((1978, 'comedy'), 80)","((2000, 'isekai'), 95)","((2011, 'adult'), 51)",0
5762,Wayman,"((1998, 'ecchi'), 85)","((1985, 'magic'), 45)",0,"((1989, 'adventure'), 67)",0,0,"((2010, 'police'), 100)",0,"((1974, 'yaoi'), 41)",0
5763,Webb,"((1972, 'yuri'), 32)","((2000, 'adventure'), 60)",0,0,"((2007, 'historical'), 87)","((2011, 'scifi'), 91)","((1978, 'food'), 86)","((1998, 'adventure'), 95)","((2005, 'comedy'), 37)","((1980, 'mature'), 91)"
5764,Wilton,"((1985, 'sounen'), 18)","((1995, 'school'), 87)","((2011, 'parody'), 89)","((2019, 'comedy'), 43)",0,"((1998, 'magic'), 34)","((2015, 'josei'), 56)","((2010, 'one shot'), 99)",0,0
5765,Adolf,"((2016, 'action'), 100)","((1999, 'horror'), 5)","((1977, 'adventure'), 61)","((2015, 'yuri'), 74)",0,"((1977, 'one shot'), 84)","((1982, 'horror'), 53)",0,"((1992, 'adventure'), 47)",0
5766,Alois,"((2011, 'mecha'), 44)",0,0,0,0,"((2017, 'yaoi'), 11)","((2018, 'comedy'), 39)",0,0,0
5767,Bailey,0,"((1981, 'shoujo'), 73)",0,"((1970, 'scifi'), 11)","((2019, '4-koma'), 9)","((2002, 'food'), 42)",0,"((1990, 'scifi'), 68)",0,0
5768,Bascom,0,0,"((1981, 'comedy'), 93)","((2013, 'horror'), 1)",0,"((1986, 'action'), 4)","((2006, 'kids'), 42)",0,"((2019, 'josei'), 56)","((1973, 'action'), 97)"
5769,Benjamine,"((1984, 'kids'), 96)","((2003, 'vampire'), 80)",0,0,0,0,"((1982, 'music'), 6)",0,0,"((1994, 'kids'), 34)"
5770,Bessie,"((1992, 'mature'), 12)",0,0,0,"((2012, 'police'), 91)","((1982, 'ecchi'), 71)",0,0,"((2010, 'magic'), 9)","((2013, 'food'), 41)"
5771,Bonnie,0,0,"((2000, 'adult'), 83)",0,"((2000, 'shoujo'), 21)",0,0,"((1978, 'drama'), 10)",0,0
5772,Brady,"((1999, 'yuri'), 28)",0,0,"((1990, 'ecchi'), 26)",0,0,"((2011, 'adventure'), 48)","((2000, 'music'), 55)","((2016, 'sounen'), 27)",0
5773,Bruno,"((1996, 'magic'), 49)",0,0,0,"((1989, 'fantasy'), 40)","((2006, 'school'), 91)","((1997, 'historical'), 3)","((1994, 'ecchi'), 57)","((1996, 'fantasy'), 87)","((2017, '4-koma'), 39)"
5774,Burney,"((2005, 'police'), 72)","((2015, 'gender bender'), 16)","((1992, 'comedy'), 96)","((2007, 'food'), 7)","((1973, 'school'), 6)",0,0,0,0,0
5775,Burrell,0,"((2005, '4-koma'), 34)","((1994, 'martial arts'), 96)","((2015, 'shoujo'), 3)","((1979, 'sounen'), 58)","((1979, 'gender bender'), 11)",0,"((1973, 'mecha'), 34)",0,0
5776,Cassius,"((2017, 'police'), 41)",0,"((2013, 'isekai'), 57)","((1981, 'one shot'), 83)",0,0,0,"((2008, 'mature'), 58)",0,0
5777,Clemens,"((1997, 'harem'), 82)","((1996, 'police'), 14)",0,"((1972, 'yuri'), 93)","((1987, 'police'), 25)",0,0,0,"((1990, 'historical'), 76)","((1996, 'parody'), 34)"
5778,Cloyd,0,0,"((1982, 'police'), 93)",0,0,"((2013, 'mature'), 22)",0,"((1987, 'doujinshi'), 56)","((1971, 'shoujo'), 38)","((2019, 'vampire'), 75)"
5779,Connie,0,"((2017, 'police'), 44)","((2018, 'drama'), 8)",0,0,0,"((1987, 'horror'), 82)",0,0,"((1976, 'yaoi'), 73)"
5780,Cornelious,"((1997, 'adventure'), 2)","((2017, 'harem'), 50)",0,0,"((1970, 'one shot'), 69)",0,"((1991, 'school'), 95)","((1996, 'yaoi'), 92)","((2003, 'sounen'), 86)","((1998, 'magic'), 66)"
5781,Davie,"((1970, 'adventure'), 4)","((1980, 'one shot'), 89)",0,"((1984, 'demons'), 52)","((1997, 'vampire'), 13)",0,"((2005, 'martial arts'), 58)","((1988, '4-koma'), 9)","((1979, 'scifi'), 12)","((1976, 'police'), 58)"
5782,Dillard,"((2016, 'demons'), 38)","((1999, 'food'), 40)","((1978, 'fantasy'), 69)",0,0,0,"((1987, 'drama'), 47)","((1971, 'police'), 56)",0,0
5783,Earlie,0,"((2014, 'parody'), 32)",0,"((2004, 'parody'), 53)",0,0,"((1970, 'doujinshi'), 100)",0,0,0
5784,Elie,0,0,"((2004, 'adult'), 95)","((2007, 'josei'), 28)","((2002, 'yaoi'), 16)",0,"((1992, 'historical'), 94)",0,0,0
5785,Ellen,"((1974, 'comedy'), 75)","((1991, 'demons'), 3)",0,0,"((1977, 'josei'), 42)",0,0,0,"((1979, 'shoujo'), 75)",0
5786,Enrique,"((2007, 'mecha'), 68)","((1979, 'adult'), 72)",0,0,"((1973, 'demons'), 39)","((1998, 'horror'), 73)","((2019, 'yaoi'), 68)","((2018, 'mecha'), 51)",0,"((2013, 'isekai'), 10)"
5787,Ephriam,"((1981, 'school'), 53)","((1977, '4-koma'), 62)","((2011, 'gender bender'), 93)",0,"((2017, 'ecchi'), 36)",0,0,"((2012, 'gender bender'), 95)",0,0
5788,Epifanio,"((1987, 'music'), 98)",0,0,0,0,"((1979, 'ecchi'), 69)",0,"((2019, 'historical'), 57)",0,"((1980, 'horror'), 36)"
5789,Erick,"((2010, 'shoujo'), 63)",0,0,0,0,0,"((1998, 'vampire'), 31)",0,0,"((1972, 'drama'), 23)"
5790,Essie,0,"((2004, 'comedy'), 39)",0,"((1992, 'food'), 18)",0,0,0,0,"((2005, 'drama'), 14)",0
5791,Eustace,"((2000, 'historical'), 26)",0,0,"((1988, 'ecchi'), 68)","((2003, 'comedy'), 36)","((2009, 'food'), 21)",0,0,0,0
5792,Fayette,"((1976, 'gender bender'), 17)",0,0,"((2019, 'harem'), 50)","((1970, 'horror'), 19)","((1981, '4-koma'), 58)","((2012, 'fantasy'), 43)","((2017, 'scifi'), 17)","((1995, 'martial arts'), 41)",0
5793,Garner,"((1993, 'parody'), 90)",0,"((1993, 'scifi'), 18)",0,"((1973, 'vampire'), 99)","((2007, 'drama'), 53)",0,"((2000, 'vampire'), 63)",0,0
5794,Gary,0,"((1975, 'police'), 32)",0,0,0,0,"((1981, 'one shot'), 83)","((1985, 'fantasy'), 24)","((2006, 'yuri'), 48)","((2017, 'adventure'), 13)"
5795,Gee,0,"((1981, 'martial arts'), 16)",0,"((1970, 'mecha'), 30)","((2004, 'mature'), 24)","((2007, 'scifi'), 18)","((2014, 'shoujo'), 76)","((2006, 'action'), 82)","((2018, 'food'), 38)","((2000, 'doujinshi'), 89)"
5796,Geo,"((2001, 'harem'), 70)",0,0,"((2015, 'kids'), 9)","((2008, 'gender bender'), 17)","((1987, 'isekai'), 92)","((2000, 'school'), 67)",0,"((2003, 'drama'), 24)","((1988, 'scifi'), 94)"
5797,Glover,0,0,0,0,"((1995, 'gender bender'), 1)","((2010, '4-koma'), 12)",0,0,0,"((1986, 'music'), 88)"
5798,Hallie,"((2002, 'horror'), 35)",0,"((2018, 'gender bender'), 96)",0,0,"((1985, 'horror'), 70)","((1986, 'sounen'), 97)","((1990, 'kids'), 90)",0,0
5799,Hamp,0,"((1991, 'historical'), 62)","((1977, 'doujinshi'), 8)","((2018, 'comedy'), 60)",0,0,"((2019, 'ecchi'), 48)","((1999, 'drama'), 27)",0,"((2014, 'school'), 46)"
5800,Hosteen,"((1994, 'vampire'), 81)",0,"((1976, 'drama'), 68)","((2019, 'vampire'), 69)",0,0,"((2009, 'yaoi'), 53)","((1983, 'kids'), 43)",0,"((2010, 'mecha'), 64)"
5801,Hyrum,0,"((1980, 'mecha'), 42)","((1995, 'josei'), 82)",0,"((1971, 'scifi'), 19)","((1989, 'doujinshi'), 46)",0,"((1990, 'harem'), 12)",0,"((1979, 'yaoi'), 88)"
5802,Isidor,"((1986, 'harem'), 15)",0,0,0,0,0,"((2004, 'kids'), 98)","((2017, 'comedy'), 40)","((1978, 'historical'), 58)","((1996, 'fantasy'), 74)"
5803,Julia,"((1996, 'doujinshi'), 22)","((1995, 'harem'), 76)","((2005, 'school'), 22)",0,"((1990, 'sounen'), 32)","((1983, 'ecchi'), 64)","((1987, 'isekai'), 13)",0,"((1987, 'drama'), 89)","((2010, 'yaoi'), 63)"
5804,Junior,"((2013, 'isekai'), 44)","((1982, 'fantasy'), 58)","((2016, 'demons'), 39)",0,"((2009, 'harem'), 45)","((1983, 'mature'), 24)",0,0,"((2013, 'yuri'), 45)","((1970, 'demons'), 81)"
5805,Junious,"((2002, '4-koma'), 73)","((2007, 'school'), 91)","((2007, 'yaoi'), 80)","((1989, 'action'), 17)","((1994, 'parody'), 67)","((1990, 'mecha'), 34)",0,0,0,0
5806,Lark,0,0,"((2015, 'adult'), 65)",0,"((2008, 'shoujo'), 91)",0,"((1990, 'adventure'), 78)",0,0,"((1996, 'harem'), 41)"
5807,Laurance,"((1976, 'scifi'), 51)",0,"((2007, 'police'), 59)","((2005, 'mecha'), 59)",0,"((1976, 'kids'), 92)","((1975, 'action'), 60)",0,0,"((2018, 'scifi'), 18)"
5808,Leigh,0,0,"((1971, 'demons'), 77)",0,"((2012, 'shoujo'), 52)","((2012, 'josei'), 59)",0,"((2010, 'josei'), 76)",0,0
5809,Lindsey,"((1996, 'food'), 20)",0,"((2001, 'comedy'), 67)","((1984, 'drama'), 70)","((2015, 'demons'), 60)",0,0,0,"((2016, 'parody'), 22)","((1996, 'historical'), 21)"
5810,Love,0,"((1987, 'mecha'), 70)",0,"((2005, 'scifi'), 31)","((1999, 'food'), 34)",0,0,0,0,0
5811,Lum,"((1970, 'music'), 48)","((1981, 'vampire'), 96)","((2001, 'action'), 36)",0,"((1987, 'historical'), 60)","((2007, 'martial arts'), 97)","((1981, 'comedy'), 80)",0,"((2014, 'one shot'), 79)","((1975, '4-koma'), 51)"
5812,Mabel,"((2015, 'sounen'), 94)","((1995, 'drama'), 84)","((2002, 'vampire'), 49)","((1975, 'doujinshi'), 53)",0,0,"((2003, 'shoujo'), 74)","((1982, 'mature'), 24)",0,"((1980, 'parody'), 62)"
5813,Malachi,0,0,0,0,"((1987, 'isekai'), 53)","((2007, 'mature'), 2)",0,"((1994, 'adventure'), 81)",0,"((1980, 'harem'), 70)"
5814,Marshal,0,"((2010, 'police'), 82)",0,"((1974, 'horror'), 31)",0,"((1991, 'action'), 99)",0,"((1997, 'magic'), 79)","((2008, 'parody'), 40)","((2009, 'horror'), 43)"
5815,Newell,"((1978, 'josei'), 64)",0,0,0,"((2012, 'josei'), 87)",0,0,0,0,"((1981, 'one shot'), 14)"
5816,Newt,"((2009, 'mecha'), 58)",0,0,"((1988, 'drama'), 23)","((1998, 'drama'), 31)",0,0,"((1981, 'sounen'), 20)",0,"((2015, 'adventure'), 84)"
5817,Obie,0,"((1992, 'food'), 83)",0,"((2009, 'sounen'), 54)","((1995, 'adult'), 84)",0,0,"((1985, 'mature'), 100)","((2015, 'yaoi'), 39)","((2001, 'mature'), 88)"
5818,Odie,0,0,0,0,0,"((1987, 'mecha'), 99)",0,"((1976, 'mecha'), 82)",0,0
5819,Orley,0,0,"((1993, 'gender bender'), 86)",0,"((1985, 'scifi'), 45)","((2018, 'food'), 3)","((2018, 'martial arts'), 33)",0,"((1979, 'josei'), 78)",0
5820,Ossie,"((1991, 'comedy'), 13)","((1980, 'drama'), 82)","((1981, 'scifi'), 18)","((1973, 'yaoi'), 100)",0,"((1985, 'gender bender'), 62)",0,"((2007, 'martial arts'), 92)","((1999, 'demons'), 74)",0
5821,Percival,"((2018, 'mecha'), 65)","((1983, 'yaoi'), 13)","((1972, 'school'), 81)","((1996, 'magic'), 61)","((2003, 'action'), 55)","((1993, 'yuri'), 3)",0,0,"((1979, 'one shot'), 68)","((2011, 'vampire'), 26)"
5822,Purl,"((1992, 'yaoi'), 94)","((2000, 'police'), 74)",0,0,0,0,0,0,"((1996, 'doujinshi'), 64)","((1980, 'magic'), 60)"
5823,Roman,0,0,"((2001, 'harem'), 30)","((1994, 'harem'), 15)",0,"((2002, 'yaoi'), 99)",0,0,0,"((1973, 'gender bender'), 60)"
5824,Sarah,0,0,"((2001, 'shoujo'), 29)","((1994, 'yaoi'), 39)","((1979, '4-koma'), 60)","((2019, 'drama'), 79)","((2003, 'horror'), 76)",0,0,"((1987, 'horror'), 12)"
5825,Shade,0,"((2017, 'sounen'), 98)","((1996, 'fantasy'), 11)",0,"((1975, 'fantasy'), 96)","((2018, 'isekai'), 98)",0,"((1994, 'horror'), 86)","((2010, 'comedy'), 39)",0
5826,Soloman,0,0,0,"((1983, 'sounen'), 34)",0,0,"((1977, 'demons'), 88)",0,0,0
5827,Squire,0,0,"((2011, 'comedy'), 14)","((1984, 'isekai'), 98)",0,0,"((2018, 'historical'), 68)",0,0,0
5828,Starling,0,"((2010, 'school'), 31)","((2005, 'martial arts'), 91)","((2013, 'action'), 80)",0,"((2003, 'doujinshi'), 33)",0,0,0,"((1998, 'martial arts'), 33)"
5829,Tommy,"((2004, 'josei'), 100)",0,0,0,"((1988, 'fantasy'), 30)","((1994, 'josei'), 52)","((1983, 'yuri'), 84)",0,0,0
5830,Unknown,"((2014, 'magic'), 46)",0,0,0,"((1998, 'school'), 43)","((1991, 'music'), 69)","((1993, '4-koma'), 90)",0,0,"((1995, 'adult'), 43)"
5831,Vernie,"((1982, 'music'), 59)",0,"((1993, 'harem'), 69)",0,"((2006, 'vampire'), 80)",0,"((1996, 'action'), 3)","((1997, 'mature'), 75)",0,0
5832,Watt,"((1985, 'historical'), 74)",0,"((1998, 'yaoi'), 100)",0,0,0,"((2005, 'fantasy'), 4)","((2017, 'vampire'), 77)",0,0
5833,Wilhelm,0,0,"((2011, 'historical'), 35)","((2016, 'harem'), 40)","((1982, 'sounen'), 46)","((1988, 'fantasy'), 6)","((1995, 'ecchi'), 80)",0,"((1983, 'martial arts'), 37)",0
5834,Wong,"((1989, 'magic'), 28)",0,"((1970, 'josei'), 42)","((2017, 'music'), 53)","((1984, 'vampire'), 34)","((1972, 'doujinshi'), 14)",0,0,"((1984, 'doujinshi'), 97)","((1970, 'parody'), 99)"
5835,Woodie,"((2013, 'drama'), 71)",0,"((1994, 'comedy'), 26)",0,"((1992, 'food'), 61)","((1970, 'yaoi'), 69)","((1981, 'yaoi'), 61)",0,"((2004, 'one shot'), 36)","((2002, 'josei'), 79)"
5836,Ab,0,0,"((2012, 'yaoi'), 98)","((1974, 'mecha'), 56)",0,"((2006, 'adventure'), 38)",0,"((2003, 'gender bender'), 15)",0,0
5837,Abel,0,"((1997, 'doujinshi'), 94)","((1999, 'comedy'), 45)",0,"((1984, 'kids'), 1)","((1990, 'historical'), 63)","((1973, '4-koma'), 31)","((2014, 'mature'), 74)","((2004, 'yuri'), 60)","((1993, 'food'), 53)"
5838,Algie,"((1989, 'isekai'), 43)","((2007, 'josei'), 55)","((1994, 'ecchi'), 48)","((1994, 'adult'), 45)",0,"((1979, 'gender bender'), 7)",0,0,0,0
5839,Almond,"((1989, 'martial arts'), 81)",0,"((1992, 'gender bender'), 14)",0,"((1987, 'mature'), 82)",0,"((1980, 'vampire'), 38)","((2017, 'horror'), 1)","((1978, 'vampire'), 57)","((2012, 'mecha'), 28)"
